name,user,rating,production_year,normalized_year,genre_Action,genre_Adventure,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Horror,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_War
Cinema Paradiso,user68,7,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user480,10,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user486,10,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user311,2,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user32,4,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user250,2,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user91,5,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user323,3,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user169,7,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user120,10,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user67,9,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user306,8,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user190,10,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user435,9,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user290,2,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user143,8,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user147,3,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user294,10,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user313,1,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user312,2,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user493,7,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user66,1,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user375,5,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user35,7,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user343,9,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user174,5,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user202,4,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user180,9,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user307,5,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user234,5,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user443,5,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user346,2,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user129,3,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user278,5,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user5,4,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user402,1,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user362,6,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user327,2,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user431,8,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user468,7,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user214,8,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user331,8,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user330,3,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user296,7,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user417,7,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user407,6,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Cinema Paradiso,user103,2,1994,0.4489795918367347,False,False,False,False,True,False,False,False,False,False,False,False
Citizen Kane,user305,9,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user341,10,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user48,9,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user68,10,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user480,8,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user486,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user311,8,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user32,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user250,4,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user91,8,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user323,4,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user169,7,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user120,2,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user67,3,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user306,3,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user190,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user435,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user290,5,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user143,9,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user147,7,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user294,7,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user313,10,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user312,10,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user493,5,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user66,3,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user375,3,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user35,9,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user343,3,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user174,4,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user202,1,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user180,2,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user307,1,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user234,8,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user443,8,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user346,8,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user129,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user278,5,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user5,3,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user402,5,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user362,9,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user327,7,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user431,2,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user468,5,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user214,5,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user331,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user330,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user296,4,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user417,6,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user407,3,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
Citizen Kane,user103,5,1999,0.5510204081632653,False,False,False,False,False,False,False,False,False,False,True,False
City Lights,user305,5,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user341,1,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user48,1,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user68,6,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user480,2,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user486,2,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user311,7,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user32,2,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user250,3,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user91,10,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user323,5,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user169,5,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user120,4,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user67,2,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user306,6,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user190,3,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user435,9,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user290,10,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user143,5,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user147,6,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user294,3,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user313,3,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user312,1,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user493,9,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user66,5,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user375,5,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user35,7,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user343,6,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user174,4,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user202,1,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user180,1,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user307,7,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user234,3,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user443,8,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user346,3,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user129,4,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user278,4,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user5,4,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user402,4,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user362,7,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user327,4,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user431,1,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user468,9,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user214,7,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user331,9,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user330,4,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user296,6,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user417,7,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user407,6,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City Lights,user103,1,2005,0.673469387755102,False,False,False,False,False,True,False,False,False,False,False,False
City of God,user305,3,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user341,7,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user48,4,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user68,2,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user480,7,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user486,7,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user311,10,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user32,9,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user250,2,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user91,9,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user323,6,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user169,10,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user120,9,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user67,9,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user306,9,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user190,7,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user435,10,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user290,1,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user143,7,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user147,7,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user294,8,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user313,5,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user312,1,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user493,10,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user66,6,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user375,4,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user35,8,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user343,7,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user174,8,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user202,1,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user180,8,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user307,10,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user234,7,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user443,4,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user346,2,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user129,7,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user278,1,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user5,4,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user402,3,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user362,9,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user327,7,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user431,8,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user468,1,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user214,4,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user331,2,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user330,5,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user296,2,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user417,4,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user407,5,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
City of God,user103,3,2001,0.5918367346938775,False,False,False,False,False,False,False,False,False,False,True,False
Coco,user305,5,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user341,3,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user48,3,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user68,9,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user480,3,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user486,8,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user311,5,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user32,5,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user250,8,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user91,8,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user323,4,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user169,1,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user120,1,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user67,5,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user306,8,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user190,6,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user435,7,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user290,5,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user143,3,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user147,5,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user294,3,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user313,2,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user312,10,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user493,8,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user66,6,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user375,4,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user35,2,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user343,7,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user174,10,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user202,3,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user180,7,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user307,5,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user234,5,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user443,5,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user346,9,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user129,9,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user278,8,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user5,5,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user402,9,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user362,8,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user327,10,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user431,5,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user468,2,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user214,10,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user331,5,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user330,6,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user296,3,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user417,2,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user407,2,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Coco,user103,5,2015,0.8775510204081632,False,False,False,False,False,False,True,False,False,False,False,False
Django Unchained,user305,1,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user341,10,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user48,7,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user68,5,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user480,1,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user486,4,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user311,7,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user32,3,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user250,5,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user91,3,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user323,1,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user169,7,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user120,7,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user67,7,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user306,7,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user190,8,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user435,8,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user290,7,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user143,1,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user147,3,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user294,8,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user313,3,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user312,10,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user493,4,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user66,4,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user375,3,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user35,6,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user343,7,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user174,6,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user202,1,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user180,1,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user307,7,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user234,2,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user443,2,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user346,5,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user129,10,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user278,10,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user5,4,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user402,1,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user362,10,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user327,10,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user431,2,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user468,6,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user214,5,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user331,5,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user330,3,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
Django Unchained,user296,2,2011,0.7959183673469388,False,False,False,False,True,False,False,False,False,False,False,False
